2313.3525,110.5,4.0, 
2488.0122,-33.9,4.6, 
2507.9571,-25.5,4.3, 
2680.3842,-52.2,6.9, 
2710.3387,-56.1,5.5, 
2736.2660,-48.7,5.4, 
2783.1979,-47.9,8.9, 
3003.3785,30.4,6.6, 
3024.3423,32.4,3.8, 
3057.3104,40.1,3.7, 
3080.3057,57.1,4.4, 
3100.2150,67.1,4.2, 
3201.0026,108.4,4.1, 
3366.3849,38.1,4.4, 
3378.3330,37.2,4.1, 
3403.3565,54.4,3.8, 
3404.3881,35.5,3.7, 
3425.3055,15.9,4.4, 
3447.3490,35.7,10.4, 
3448.2380,30.6,4.6, 
3468.1818,30.7,6.4, 
3495.1543,41.1,6.4, 
3522.0836,-5.1,4.3, 
3526.1603,-17.8,5.4, 
3576.9720,-18.5,4.0, 
3581.9766,-40.0,4.9, 
3598.9686,-47.2,4.4, 
3635.9154,-53.9,9.7, 
3729.3913,-98.1,4.6, 
3742.3893,-69.7,3.8, 
3743.3858,-60.3,3.8, 
3775.3289,-100.0,3.9, 
3813.3315,-105.6,4.4, 
3833.2879,-87.4,5.2, 
3853.1516,-43.9,5.7, 
3887.1575,-35.9,7.0, 
3937.9672,35.8,11.2, 
3962.9470,53.2,4.9, 
3970.9748,48.0,5.0, 
4092.3839,57.5,4.3, 
4096.3876,72.0,4.2, 
4122.3707,66.1,3.8, 
4127.3656,60.5,4.1, 
4143.2939,28.6,3.6, 
4153.3191,40.9,4.6, 
4167.3356,18.2,4.6, 
4195.2057,22.6,4.4, 
4216.1782,74.8,4.0, 
4254.0992,99.7,4.7, 
4305.0040,90.0,3.8, 
4337.9791,79.4,4.8, 
4492.3880,2.3,5.5, 
4525.2940,-40.6,4.5, 
4554.1871,-72.0,5.4, 
4560.1884,-74.6,4.7, 
4587.1715,-82.2,4.2, 
4623.0441,-81.6,4.6, 
4671.9955,-77.6,4.0, 
4702.9470,-75.6,4.7, 
4855.3882,19.4,3.8, 
4927.3339,44.5,4.2, 
4928.2335,27.6,3.4, 
4931.1775,19.1,3.6, 
5050.9658,29.2,4.6, 
5074.9246,33.5,3.6, 
5204.3862,80.4,3.4, 
5234.3201,59.9,3.7, 
5267.2964,76.0,3.5, 
5296.2431,36.1,3.5, 
5324.1781,15.1,3.9, 
5347.0387,-24.2,4.5, 
5398.0336,-23.4,4.2, 
5436.9364,-30.3,4.1, 
5582.3894,-63.7,3.9, 
5612.3220,-60.2,3.8, 
5636.3244,-39.6,3.8, 
5656.2345,-24.9,3.6, 
5690.1756,-36.7,4.3, 
5717.0757,-32.6,7.3, 
5757.0233,-48.4,4.0, 
5758.0295,-29.7,5.0, 
5758.9867,-34.0,3.8, 
5763.0032,-37.2,4.2, 
5765.9550,-36.5,3.9, 
5768.9619,-43.3,4.0, 
5769.9603,-39.4,4.3, 
5784.9972,-33.8,5.6, 
5785.9917,-41.6,5.1, 
5788.9615,-39.8,5.6, 
5809.9331,-28.4,3.9, 
5810.9248,-25.1,3.9, 
5938.3878,41.5,4.6, 
5940.4019,28.3,4.1, 
5974.3559,48.6,3.8, 
6032.2119,72.3,4.1, 
6059.1406,94.4,3.6, 
6082.0291,69.8,4.4, 
6155.9481,31.5,3.4, 
6299.3948,11.8,3.9, 
6414.2149,-1.3,4.5, 
6447.1430,3.0,3.7, 
6520.9814,-20.9,4.2, 
6552.9290,-46.6,3.4, 
6664.3769,-67.7,3.3, 
6673.3711,-87.0,3.1, 
6679.3522,-52.1,4.2, 
6680.3920,-69.1,2.7, 
6681.4031,-53.9,3.2, 
6697.3358,-49.9,3.6, 
6714.3062,-62.4,3.3, 
6727.2983,-50.8,3.1, 
6731.2593,-36.5,3.3, 
6752.1868,-46.7,5.3, 
6754.3010,-36.9,3.9, 
6755.1704,-20.2,3.6, 
6761.2800,4.9,3.5, 
6767.1658,-15.8,3.6, 
6781.1380,22.3,3.4, 
6786.1508,12.4,4.0, 
6787.1953,17.2,3.6, 
6799.2217,-8.8,5.6, 
6800.1861,20.1,4.2, 
6815.9912,18.2,4.3, 
6856.0757,57.2,4.3, 
6862.9542,31.9,4.4, 
6863.9665,39.3,4.5, 
7067.2870,61.6,3.4, 
7091.2830,81.7,3.8, 
7092.3260,77.1,3.2, 
7107.3362,79.4,3.0, 
7128.2267,82.1,4.6, 
7140.1755,113.6,3.4, 
7169.1218,103.2,3.5, 
7172.1141,86.3,3.8, 
7174.1383,105.0,3.7, 
7236.0007,75.0,3.6, 
7261.9480,57.7,4.0, 
7389.3881,6.0,3.7, 
7403.3783,3.9,3.5, 
7426.3301,-52.8,3.1, 
7475.3111,-52.3,3.5, 
7476.2532,-39.6,3.4, 
7504.1238,-76.3,3.4, 
7508.2234,-73.8,3.2, 
7521.1448,-78.7,3.5, 
7542.1649,-76.5,3.6, 
